number_of_poses_sampled,object,run_number,environment,approach,total_grasping_area_movement_time,total_grasping_area_time,total_placing_area_movement_time,total_placing_area_time,total_grasp_calculation_time,placeability_time,simplify_grasp_area_time,collision_checks_grasps_time,reachability_map_grasping_time,reasoning_time,total_placement_locations_time,hand_collision_check_placing_time,reachability_map_placing_time,grasps_scored,best_grasp_placements_scored,motion_plan_time,pickandplace_movement_time,reset_arm_movement_time,total_time,bounding_box_grasp_time
1000,milk,2,sparse,baseline4,26.545340538024902,33.8899188041687,13.676738023757936,16.24339771270752,39.48264288902283,5.083448648452759,0.0038378238677978,0.0272693634033203,0.0010056495666503,0.0044598579406738,0.841444730758667,0.9786441326141356,0.0925300121307373,122,594,64.02850246429443,38.943243741989136,10.259753704071043,193.65350461006165,0.0043509006500244
1000,milk,3,sparse,baseline4,27.29339814186096,34.10329270362854,13.91010808944702,16.50511360168457,33.68530058860779,5.047420740127564,0.0037896633148193,0.0227034091949462,0.0008165836334228,0.0054471492767333,0.6637165546417236,1.1627492904663086,0.1214692592620849,135,775,30.945809602737427,49.29293966293335,25.83041548728943,180.9006860256195,0.004556655883789
1000,drill,1,lower_shelf,ours,27.44050884246826,53.33459496498108,13.529430866241457,30.60402178764344,72.47964596748352,4.5808422565460205,0.0030214786529541,0.0498321056365966,0.0006859302520751,0.2565457820892334,0.9937970638275146,2.6749415397644043,0.30556321144104,173,1708,28.810136079788208,203.29524779319763,30.55740261077881,399.6283071041107,0.0080323219299316
1000,drill,2,lower_shelf,ours,28.250616312026978,41.87250328063965,13.643217325210571,29.034403800964355,76.74951267242432,4.660094499588013,0.0029926300048828,1.820037603378296,0.0008389949798583,2.8543121814727783,50.10655403137207,1.9613263607025144,0.2368030548095703,123,1621,30.25977349281311,94.26869535446168,0.42555832862854,311.7911412715912,1.831173658370972
1000,drill,3,lower_shelf,ours,28.20775532722473,34.32432174682617,13.902406454086304,16.462376356124878,67.48204517364502,4.599364995956421,0.0025417804718017,0.0101253986358642,0.0004723072052001,0.0046942234039306,0.6250169277191162,1.0222299098968506,0.1916451454162597,55,1644,20.578853130340576,44.09418606758118,11.307673215866089,184.25786757469177,0.003117561340332
1000,mustard,1,lower_shelf,ours,26.348121404647827,33.01283264160156,13.8375403881073,16.701040267944336,52.38374304771423,4.577473163604736,0.003145694732666,0.0169043540954589,0.0007932186126708,0.0217432975769042,0.6382615566253662,2.327805757522583,0.2992291450500488,130,1956,34.325801849365234,91.78346037864684,0.0107452869415283,219.41743683815,0.0036005973815917
1000,mustard,2,lower_shelf,ours,26.6869854927063,33.63878893852234,13.811503410339355,16.350403547286987,55.53751850128174,4.530402898788452,0.0027863979339599,0.0123088359832763,0.0007073879241943,0.0051217079162597,0.6383862495422363,1.259366512298584,0.2240350246429443,62,2016,29.27051019668579,52.39998626708984,27.29045820236206,204.82402443885803,0.003173828125
1000,mustard,3,lower_shelf,ours,26.467735290527344,33.10531497001648,13.856543779373167,16.148361444473267,55.19900155067444,4.561172246932983,0.0029909610748291,0.0144698619842529,0.000673770904541,0.0049848556518554,0.6088836193084717,0.6864545345306396,0.1767222881317138,30,1883,82.38914442062378,45.45259070396423,13.272437334060667,235.4920489788056,0.0034472942352294
1000,pringles,1,lower_shelf,ours,26.71501111984253,50.93372440338135,13.634048461914062,21.371877431869507,60.16381549835205,5.140005588531494,0.0037329196929931,1.4329941272735596,0.00067138671875,2.151447057723999,18.04166555404663,0.5609395503997803,0.0885894298553466,119,567,30.967231512069706,83.80151176452637,0.426809549331665,262.9316623210907,2.7983288764953613
1000,pringles,2,lower_shelf,ours,28.663471937179565,34.31113243103027,13.845736503601074,16.825026035308838,66.66359972953796,4.986534118652344,0.0036444664001464,0.0178892612457275,0.000828742980957,0.003849983215332,0.5294926166534424,0.6942217350006104,0.0968809127807617,132,623,36.205241203308105,46.228002071380615,19.94700813293457,209.70349836349487,0.0040931701660156
1000,milk,1,lower_shelf,ours,26.871065616607662,33.48239779472351,13.919419288635254,16.37458634376526,32.32665038108826,5.275710344314575,0.0040159225463867,0.0193381309509277,0.0008840560913085,0.0184111595153808,0.6455109119415283,3.538215398788452,0.2689507007598877,214,1365,62.26916003227234,47.9040207862854,11.715468168258669,197.4844691753388,0.004422903060913
1000,milk,2,lower_shelf,ours,26.89616107940674,33.36100959777832,13.83781909942627,16.26181650161743,34.502583503723145,5.205654144287109,0.0045561790466308,0.0246083736419677,0.0008461475372314,0.0171377658843994,0.64837646484375,3.1284618377685547,0.2719013690948486,196,1342,48.49504184722901,48.39590930938721,25.951107263565063,200.0256264209748,0.0049865245819091
1000,milk,3,lower_shelf,ours,26.83925986289978,33.71930527687073,13.830626249313354,16.541820764541626,35.359623432159424,5.009267330169678,0.0059716701507568,0.0183300971984863,0.0008258819580078,0.019005537033081,0.6738321781158447,4.271829843521118,0.3013162612915039,282,1320,31.99092555046081,45.24001955986023,0.4213464260101318,157.05240893363953,0.006514549255371
1000,muesli,1,lower_shelf,ours,28.28548383712769,34.854177951812744,13.801421165466309,16.426937341690063,40.53959774971008,5.068918228149414,0.0041234493255615,0.0188772678375244,0.0007576942443847,0.0455892086029052,0.588315486907959,2.329679489135742,0.2026286125183105,240,948,128.4787085056305,42.73779106140137,20.14282488822937,275.0566191673279,0.0046708583831787
1000,muesli,2,lower_shelf,ours,26.76242518424988,33.45914816856384,13.84094214439392,16.72061800956726,34.116299867630005,5.435786485671997,0.0047857761383056,0.0249159336090087,0.0008172988891601,0.0274009704589843,0.6514773368835449,1.5468919277191162,0.174018383026123,149,1070,152.53063440322876,53.328386306762695,21.744654417037964,303.08485984802246,0.0051841735839843
1000,muesli,3,lower_shelf,ours,26.911566257476807,33.48252034187317,13.799845457077026,16.609320163726807,39.17463779449463,5.332068920135498,0.0059525966644287,0.0343377590179443,0.0006248950958251,0.0270466804504394,0.5243864059448242,1.6225290298461914,0.166694164276123,223,814,320.8695204257965,48.73859786987305,9.584858417510986,459.6307325363159,0.0064690113067626
1000,drill,1,lower_shelf,baseline4,27.72967267036438,33.723297119140625,13.786214828491213,16.476078033447266,70.17445063591003,4.594218730926514,0.0034434795379638,0.0110056400299072,0.0005736351013183,0.0110738277435302,0.6120328903198242,1.496039628982544,0.2239866256713867,91,1656,34.415982723236084,55.20812749862671,19.723368406295776,220.2124092578888,0.0038025379180908
1000,drill,2,lower_shelf,baseline4,26.13016438484192,32.90610384941101,13.838552236557009,16.371020793914795,72.02565932273865,4.448541879653931,0.0025937557220458,0.017618179321289,0.0005748271942138,0.010542869567871,0.6117656230926514,1.7127752304077148,0.2321088314056396,103,1632,29.002013206481934,52.796998023986816,18.964712142944336,212.7470223903656,0.0030505657196044
1000,drill,3,lower_shelf,baseline4,26.684207677841187,32.77394771575928,13.764564752578735,16.397842168807983,69.7725899219513,4.463732004165649,0.0032463073730468,0.0229420661926269,0.0005676746368408,0.0065948963165283,0.6719212532043457,1.758326292037964,0.2297437191009521,101,1707,28.243855714797974,49.74024701118469,11.414386510849,199.11646151542664,0.0037324428558349
1000,muesli,1,lower_shelf,baseline4,28.45644879341125,35.053224325180054,13.804519414901732,16.698323726654053,40.49170660972595,5.408060073852539,0.0061168670654296,0.0307698249816894,0.0006496906280517,0.0408363342285156,0.6005394458770752,2.476199150085449,0.2254781723022461,225,1095,127.41848134994508,48.19561171531677,11.572686195373535,271.562876701355,0.0066726207733154
1000,pringles,1,lower_shelf,baseline4,26.309812307357788,32.8848602771759,13.7921724319458,16.222801208496094,64.16099810600281,4.920944690704346,0.0034687519073486,0.0154616832733154,0.0006251335144042,0.0042610168457031,0.5157020092010498,0.691439151763916,0.1027712821960449,132,595,22.369383335113525,42.19185924530029,0.4592609405517578,168.33529424667358,0.0039014816284179
1000,pringles,3,lower_shelf,baseline4,26.68491744995117,33.748926401138306,13.857786655426024,16.600393772125244,66.64190149307251,5.2807135581970215,0.0035078525543212,0.0225615501403808,0.0011866092681884,0.0037024021148681,0.5201685428619385,0.5813090801239014,0.0933003425598144,112,630,27.144081115722656,66.27172231674194,26.75558066368103,227.083016872406,0.0039417743682861
1000,mustard,1,lower_shelf,baseline4,28.39808893203736,34.74989438056946,13.753779888153076,16.44625210762024,54.627060651779175,4.515073776245117,0.0039169788360595,0.0171315670013427,0.0007779598236083,0.0113012790679931,0.637913703918457,2.122973680496216,0.2877647876739502,112,2064,30.79816317558289,50.40234088897705,0.4198842048645019,178.60827159881592,0.0043604373931884
1000,mustard,2,lower_shelf,baseline4,28.73208832740784,35.00807571411133,13.80517578125,16.339135885238647,58.63881611824036,4.583199501037598,0.0040144920349121,0.0188128948211669,0.0006940364837646,0.0165092945098876,0.6497254371643066,2.9787402153015137,0.3427534103393554,167,1960,29.153011322021484,48.23120665550232,0.4144270420074463,180.05443048477173,0.0045790672302246
1000,mustard,3,lower_shelf,baseline4,27.461279153823853,33.936400413513184,13.890522241592407,16.532769203186035,51.15702867507935,4.678191900253296,0.0028867721557617,0.0222737789154052,0.0006060600280761,0.0134963989257812,0.6247868537902832,1.777919054031372,0.2700650691986084,102,1906,28.85324192047119,48.65861654281616,0.4155278205871582,170.42604732513428,0.0033056735992431
1000,milk,1,lower_shelf,baseline4,26.70857620239257,33.48675322532654,13.980257987976074,16.53445839881897,35.62253761291504,4.9366865158081055,0.0036983489990234,0.0175189971923828,0.0008406639099121,0.022792100906372,0.664374589920044,3.458345651626587,0.2828717231750488,209,1441,87.3394103050232,42.92723488807678,0.4334032535552978,190.69311809539795,0.0041027069091796
1000,milk,2,lower_shelf,baseline4,26.59965348243713,32.880884408950806,13.80339813232422,16.232434034347534,37.56109690666199,5.070060968399048,0.0041480064392089,0.0336725711822509,0.0008087158203125,0.0135993957519531,0.6832730770111084,2.309167861938477,0.2391026020050048,147,1434,78.49758267402649,43.87244534492493,0.4263713359832763,175.11821293830872,0.0046489238739013
1000,milk,3,lower_shelf,baseline4,28.442077159881592,35.53526282310486,13.945841312408447,16.65729331970215,32.89794039726257,5.30614447593689,0.0041007995605468,0.0298190116882324,0.0010962486267089,0.0286066532135009,0.6791014671325684,4.170533657073975,0.3485853672027588,289,1429,73.6657063961029,42.59545421600342,0.410663366317749,181.17761945724487,0.0045673847198486
1000,muesli,2,lower_shelf,baseline4,26.29245066642761,32.5716814994812,13.811694145202637,16.66705083847046,42.664214849472046,5.27241063117981,0.0058035850524902,0.0261998176574707,0.0006430149078369,0.0578510761260986,0.6486356258392334,2.3095579147338867,0.2127180099487304,206,1098,194.9683074951172,91.84103274345398,12.72236180305481,376.2336735725403,0.0070228576660156
1000,muesli,3,lower_shelf,baseline4,26.285187244415283,33.55915594100952,13.886295795440674,16.63216996192932,34.53573131561279,5.603815793991089,0.006742238998413,0.0239806175231933,0.0006861686706542,0.0480749607086181,0.6325662136077881,1.6161909103393557,0.1787025928497314,164,1008,226.5000052452088,47.80137991905213,22.48488759994507,373.0522847175598,0.0072417259216308
1000,drill,1,lower_shelf,baseline1,26.68081378936768,33.845229387283325,13.943164348602297,16.74633479118347,73.55743336677551,0.7863514423370361,0.0025231838226318,0.0242791175842285,0.0006375312805175,0.0030634403228759,0.3592193126678467,0.8243937492370605,0.0709669589996337,167,397,19.522078275680546,38.186235189437866,0.4283993244171142,167.62528538703918,0.0029139518737792
1000,drill,2,lower_shelf,baseline1,26.59591269493103,32.493162631988525,13.884487867355348,17.193419694900513,74.7847831249237,0.7652947902679443,0.0029468536376953,0.0192039012908935,0.0005238056182861,0.0022783279418945,0.3601315021514892,0.6869454383850098,0.0727908611297607,143,406,19.671711444854736,14.63602375984192,9.417376041412354,144.42551922798157,0.0033440589904785
1000,drill,3,lower_shelf,baseline1,26.258524894714355,33.12648105621338,13.832099437713625,16.469980001449585,68.03102135658264,0.7584359645843506,0.0033462047576904,0.0246665477752685,0.0005552768707275,0.0012800693511962,0.3715183734893799,0.29010009765625,0.043525218963623,55,378,18.12902426719665,14.238422632217407,7.759490728378296,134.47463703155518,0.0037393569946289
1000,muesli,1,lower_shelf,baseline1,26.79249048233032,33.1282651424408,13.736419916152954,16.422375440597534,41.376429319381714,0.7085011005401611,0.005401611328125,0.0312671661376953,0.0006353855133056,0.0030658245086669,0.3589987754821777,0.782069206237793,0.0644278526306152,223,293,19.193103313446045,16.84438157081604,8.208282709121704,111.9010136127472,0.0059642791748046
1000,muesli,2,lower_shelf,baseline1,28.25669574737549,35.557178020477295,13.818408489227297,16.880147457122803,40.36587715148926,0.6937172412872314,0.004554271697998,0.0254647731781005,0.0009577274322509,0.00516939163208,0.3689179420471191,0.7955465316772461,0.069394826889038,214,304,18.303864002227783,17.192577362060547,10.688115119934082,115.63082551956175,0.0049903392791748
1000,muesli,3,lower_shelf,baseline1,26.551565885543823,33.03611421585083,13.90950322151184,16.952133417129517,40.165791749954224,0.706958532333374,0.0038487911224365,0.0312213897705078,0.0008380413055419,0.0030608177185058,0.3796906471252441,0.6276950836181641,0.0543360710144043,187,279,18.173805713653564,19.01222395896912,11.39788556098938,115.207985162735,0.0042104721069335
1000,mustard,1,lower_shelf,baseline1,28.7224805355072,35.92368412017822,13.858253240585327,16.767237186431885,47.965635776519775,0.7017135620117188,0.0032050609588623,0.023252248764038,0.0007791519165039,0.0025718212127685,0.3709266185760498,0.8806400299072266,0.0777716636657714,138,464,23.691776037216187,68.73185420036316,26.000237464904785,204.3881938457489,0.0037207603454589
1000,mustard,2,lower_shelf,baseline1,28.37045860290528,34.54802632331848,13.834000825881958,16.655199766159058,59.84089779853821,0.6868088245391846,0.0031342506408691,0.0192792415618896,0.0006666183471679,0.0031952857971191,0.421677827835083,0.5839879512786865,0.0668597221374511,76,512,26.13045334815979,38.04065108299256,0.4205746650695801,160.78088116645813,0.0035121440887451
1000,mustard,3,lower_shelf,baseline1,28.73044753074646,35.36377024650574,13.861552715301514,16.496628522872925,63.65335750579834,0.6986973285675049,0.0036902427673339,0.0233421325683593,0.0008313655853271,0.0019953250885009,0.3871545791625976,0.2664811611175537,0.056286334991455,46,485,22.823536157608032,40.393330097198486,0.4472343921661377,164.13501858711243,0.0042142868041992
1000,milk,1,lower_shelf,baseline1,28.2693133354187,34.35654640197754,13.746376037597656,16.57546043395996,39.81083059310913,0.6963019371032715,0.003558874130249,0.0221972465515136,0.0010457038879394,0.0048136711120605,0.3934376239776611,1.1976583003997805,0.0823919773101806,196,411,24.74256110191345,46.44485521316528,0.4276094436645508,148.1975507736206,0.0039942264556884
1000,milk,2,lower_shelf,baseline1,28.11793351173401,34.22446584701538,13.934605121612549,16.915580987930298,36.228018045425415,0.6972682476043701,0.0049500465393066,0.0298898220062255,0.0007352828979492,0.0028138160705566,0.3685677051544189,0.6990034580230713,0.0631220340728759,132,388,19.765952348709103,14.488555431365969,9.124557256698608,107.04797840118408,0.0054891109466552
1000,milk,3,lower_shelf,baseline1,26.650712251663208,32.77340579032898,13.946356058120728,16.539235591888428,28.872503995895386,0.7033202648162842,0.003993272781372,0.0187931060791015,0.0008516311645507,0.0049884319305419,0.378584623336792,1.4430084228515625,0.0955309867858886,272,389,24.430753469467163,36.97190165519714,0.0108599662780761,117.83863615989684,0.0043966770172119
1000,drill,1,lower_shelf,baseline3,26.35828924179077,33.02491283416748,13.83778166770935,17.553577423095703,79.40624570846558,4.680406808853149,0.0028021335601806,0.0189628601074218,0.0005550384521484,0.0132873058319091,0.6807167530059814,2.1592366695404053,0.2574872970581054,119,1709,14.059094429016112,47.8454225063324,18.42991018295288,200.5972986221313,0.0031948089599609
1000,drill,2,lower_shelf,baseline3,27.78036737442017,33.7783784866333,13.729811191558838,16.65579843521118,70.4656629562378,4.483641862869263,0.0028510093688964,0.0137889385223388,0.0005993843078613,0.0082178115844726,0.6346402168273926,1.5973341464996338,0.2089359760284423,102,1520,20.63743472099304,41.00470995903015,4.786772012710571,177.63686108589172,0.0032286643981933
1000,drill,3,lower_shelf,baseline3,28.35072684288025,42.624865770339966,13.710180759429932,19.5060453414917,68.05035042762756,4.601680040359497,0.0039911270141601,0.9960768222808838,0.0007126331329345,2.103377103805542,6.705471038818359,1.4373111724853516,0.221182107925415,82,1678,175.84645199775696,14.097823858261108,7.026587247848511,192.94376277923584,0.755202054977417
1000,muesli,1,lower_shelf,baseline3,27.531862258911133,34.65368342399597,14.03315043449402,16.804137229919434,40.70748019218445,5.327560663223267,0.0049920082092285,0.0189778804779052,0.000807762145996,0.0101752281188964,0.6449053287506104,2.686052083969116,0.2188301086425781,246,1039,20.01975917816162,18.94289231300354,12.461874961853027,127.58822345733644,0.0054090023040771
1000,muesli,2,lower_shelf,baseline3,26.842730283737183,33.89726400375366,13.8629629611969,16.64415216445923,37.77724504470825,5.479856729507446,0.0047571659088134,0.0207738876342773,0.0008981227874755,0.0114295482635498,0.6211106777191162,2.4337613582611084,0.2189760208129882,238,1033,51.77414083480835,17.143599271774292,8.603235006332397,122.75015258789062,0.005641222000122
1000,muesli,3,lower_shelf,baseline3,28.25052070617676,34.27078914642334,13.897095918655396,16.97099232673645,42.4351818561554,5.322251558303833,0.004420518875122,0.0285794734954834,0.0006811618804931,0.0052785873413085,0.6662707328796387,1.060275316238403,0.1394267082214355,107,944,39.79590630531311,16.63913130760193,12.187930822372437,130.2950620651245,0.0048272609710693
1000,pringles,1,lower_shelf,baseline3,28.33216524124145,35.972585916519165,13.861729145050049,16.63815975189209,59.35341787338257,5.141157388687134,0.0049927234649658,0.0239191055297851,0.0007860660552978,0.0110502243041992,0.5708386898040771,1.194704532623291,0.1364874839782714,238,619,38.669090270996094,21.898966312408447,12.101352453231812,159.40692591667175,0.005472183227539
1000,pringles,2,lower_shelf,baseline3,28.552303314208984,34.90873312950134,13.849356651306152,16.84750986099243,65.77756214141846,5.140876054763794,0.0033736228942871,0.0213093757629394,0.000866413116455,0.0047099590301513,0.5467278957366943,0.6246421337127686,0.0917725563049316,131,580,18.643008708953857,15.476916074752808,8.620002508163452,141.869811296463,0.0038952827453613
1000,pringles,3,lower_shelf,baseline3,28.45497989654541,34.960920333862305,13.812278985977173,17.55062747001648,99.80928087234496,5.3141937255859375,0.0039112567901611,0.0219104290008544,0.0013594627380371,0.0075926780700683,0.5571045875549316,1.0691015720367432,0.1341941356658935,224,623,33.90058946609497,12.43324089050293,6.875552177429199,175.66403365135193,0.0044775009155273
1000,mustard,1,lower_shelf,baseline3,27.03400993347168,33.666975259780884,13.832030296325684,16.783105611801147,59.04509973526001,4.928159236907959,0.0036761760711669,0.0182080268859863,0.0008435249328613,0.0162875652313232,0.6678676605224609,2.748429298400879,0.3370635509490967,154,2002,21.01252055168152,50.159714698791504,11.81744384765625,184.43790578842163,0.004227876663208
1000,mustard,2,lower_shelf,baseline3,27.351147651672363,33.434690713882446,13.846556186676024,16.7218918800354,61.629106283187866,4.684644460678101,0.0029120445251464,0.0193490982055664,0.00075364112854,0.0150911808013916,0.6620802879333496,2.2149341106414795,0.2895793914794922,127,1975,143.78182864189148,56.55571222305298,13.13142442703247,229.2308733463288,0.0032789707183837
1000,mustard,3,lower_shelf,baseline3,26.81876921653748,32.65540599822998,13.875408172607422,16.725136518478394,47.16595554351807,4.84245753288269,0.0031149387359619,0.0132784843444824,0.0006754398345947,0.0099778175354003,0.6686348915100098,1.81465482711792,0.3006622791290283,94,2094,21.78303861618042,40.19141387939453,0.4394881725311279,149.90505194664,0.0034816265106201
1000,milk,1,lower_shelf,baseline3,27.64354372024536,33.83782339096069,13.92346739768982,16.86765480041504,35.2847592830658,5.297311782836914,0.004601240158081,0.0273466110229492,0.0007953643798828,0.0146522521972656,0.6788415908813477,3.0623762607574463,0.2833495140075683,203,1428,19.1765034198761,48.64636921882629,18.26100730895996,164.59623289108276,0.0051174163818359
1000,milk,2,lower_shelf,baseline3,28.44487428665161,34.590543270111084,13.87044906616211,16.45639705657959,31.67595100402832,5.144251823425293,0.0032744407653808,0.0318391323089599,0.0008580684661865,0.0134298801422119,0.6533749103546143,3.742120742797852,0.2994942665100097,231,1462,41.04335594177246,49.01007008552551,21.55709171295166,173.8062605857849,0.0037829875946044
1000,milk,3,lower_shelf,baseline3,28.454205989837646,34.391905546188354,13.858427047729492,16.813560962677002,35.91684675216675,5.289750099182129,0.0037157535552978516,0.021792173385620117,0.0008614063262939453,0.01297450065612793,0.6468281745910645,3.13555645942688,0.276536226272583,202,1380,78.54869389533997,14.385223627090454,8.385183572769165,128.10395503044128,0.004141569137573242
